alpha,0.657,lambda,0.113,GOAL,430572109,heap,485425152
alpha,0.657,lambda,0.113,GOAL,430572109,heap,485425152
alpha,0.6184791611628572,lambda,0.40547934138658914,GOAL,288595281,heap,485425152
P:0.6673433205867865 delta:2.004068181774155
data,75109168,140280886,25454736,3109061038421
data,88652888,143014119,35472626,3110962371157
data,100886496,146446562,45485067,3112388518425
data,100886496,156458590,55497095,3114087528062
data,114977248,158896033,65513423,3115191492959
data,127874608,161974680,75529075,3116415302834
data,140589200,165155594,85548690,3118681374186
data,153041120,131072000,9895808,3126779114104
alpha,0.657,lambda,0.113,GOAL,430572109,heap,485425152
alpha,0.657,lambda,0.113,GOAL,430572109,heap,485425152
data,118002768,255094254,74784086,3574950183440
alpha,0.6417461372573907,lambda,NaN,GOAL,0,heap,485425152
P:0.699133506751296 delta:2.215822238854571
data,80566064,131072000,32400214,3576784913533
data,92373944,131072000,42415522,3578063417806
data,103080280,131072000,52427761,3579262071731
data,113968712,131072000,62446947,3580472544920
data,124263456,131072000,72458253,3582474402265
data,153841712,131072000,82476522,3586336422191
data,176795576,131072000,92489276,3591406658006
data,182494784,131072000,102504683,3594300847437
data,170316384,131072000,29040804,3596477776497
data,110361304,131072000,39049313,3597695477542
data,120816480,131072000,49071862,3599018917213
data,111153064,131072000,59089880,3601346250827
data,75705568,131072000,26954707,3602618700397
data,110376752,131072000,36968848,3603695509709
data,124881032,131072000,46987324,3605550199695
data,111844048,131072000,57001475,3606900252618
data,98986312,131072000,24871706,3609668360992
data,111687232,131072000,34888010,3611461405541
data,121985312,131072000,44905466,3613217645610
data,132268440,131072000,54922745,3616153796446
data,123256888,131072000,64939084,3620732478658
data,107706992,131072000,32912788,3622766825359
data,115191624,131072000,42922997,3624217505272
data,133010872,131072000,52939996,3629277694003
data,72875392,131072000,20981152,3636499507466
data,83333696,131072000,30989864,3639700422938
data,114380768,131072000,41008331,3642014783247
data,105424448,131072000,51026735,3646656535849
data,116427512,131072000,61038781,3650274142011
data,80648960,131072000,29094519,3652769491536
data,114206192,131072000,39113948,3656379284691
data,129526488,131072000,49136994,3665204162479
data,118229880,131072000,17182233,3668606311348
data,83136232,131072000,27187800,3673591352929
data,121404792,131072000,37195205,3677712306005
data,111021312,131072000,47212125,3683507958662
data,121868384,131072000,57235155,3689885914038
data,108791928,131072000,25281685,3692817698953
data,96792632,131072000,35304634,3694977042217
data,107379552,131072000,45320286,3697055562578
data,144836328,131072000,55339985,3703319216115
data,88010704,131072000,23390217,3706258534895
data,119171760,131072000,33405620,3708196846495
data,110768120,131072000,43417877,3709869470815
data,138022536,131072000,53434788,3714393874368
data,128003544,131072000,21481117,3718717050901
data,93294568,131072000,31499137,3722173724743
data,104562488,131072000,41516329,3723814265677
data,22018408,131072000,9551837,4813647100832
