2583987644471,462,379,462,0
2584087809273,462,379,462,0
2584187948062,462,368,462,0
2584288087272,462,357,462,0
2584388197691,462,357,462,0
2584488348520,462,357,462,0
2584588529789,462,350,462,0
2584688670852,462,339,462,0
2584788794453,462,324,462,0
2584889343355,462,317,462,0
2584989506416,462,317,462,0
2585089689791,462,317,462,0
2585189798187,462,317,462,0
2585290002281,462,317,462,0
2585390167593,462,310,462,0
2585490343088,462,310,462,0
2585590477823,462,307,462,0
2585690606668,462,287,462,0
2585790769554,462,274,462,0
2585890888196,462,264,462,0
2585991079211,462,243,462,0
2586091209006,462,236,462,0
2586191319787,462,218,462,0
2586291509285,462,218,462,0
2586391635692,462,210,462,0
2586491784528,462,202,462,0
2586591988918,462,199,462,0
2586692189036,462,199,462,0
2586792333727,462,176,462,0
2586892450016,462,157,462,0
2586992678267,462,155,462,0
2587092895873,462,154,462,0
2587193073643,462,154,462,0
2587293213428,462,151,462,0
2587393333121,462,151,462,0
2587493504426,462,149,462,0
2587593621676,462,147,462,0
2587693753094,462,146,462,0
2587793951243,462,146,462,0
2587894051616,462,135,462,0
2587994276863,462,135,462,0
2588094479603,462,135,462,0
2588194621488,462,124,462,0
2588294764766,462,123,462,0
2588394943309,462,120,462,0
2588495120253,462,120,462,0
2588595319653,462,103,462,0
2588695428089,462,88,462,0
2588795545087,462,68,462,0
2588910550689,462,417,462,0
2589010675523,462,379,462,0
2589110909523,462,337,462,0
2589211097705,462,321,462,0
2589311223117,462,311,462,0
2589411399611,462,304,462,0
2589511606095,462,297,462,0
2589611799261,462,289,462,0
2589712027119,462,271,462,0
2589812160234,462,263,462,0
2589912292498,462,257,462,0
2590012415142,462,249,462,0
2590112557735,462,243,462,0
2590212712455,462,236,462,0
2590312892980,462,229,462,0
2590413039126,462,223,462,0
2590513232010,462,215,462,0
2590613418810,462,209,462,0
2590713597530,462,202,462,0
2590813755522,462,195,462,0
2590913919334,462,188,462,0
2591014207883,462,180,462,0
2591114359323,462,174,462,0
2591214545669,462,168,462,0
2591314727634,462,160,462,0
2591414876786,462,154,462,0
2591515090769,462,146,462,0
2591615273086,462,140,462,0
2591715468499,462,133,462,0
2591815624570,462,126,462,0
2591915759092,462,119,462,0
2592015938724,462,113,462,0
2592116163141,462,105,462,0
2592216339376,462,99,462,0
2592316500084,462,91,462,0
2592416648690,462,85,462,0
2592516866214,462,79,462,0
2592617079190,462,71,462,0
2592717677176,462,64,462,0
2592817831119,462,57,462,0
2592918021927,462,51,462,0
2593018211209,462,43,462,0
2593118380549,462,37,462,0
2593218586239,462,30,462,0
2593392715817,462,426,462,0
2593496112139,462,406,462,0
2593596301769,462,399,462,0
2593696496247,462,393,462,0
2593796736317,462,386,462,0
2593896919733,462,375,462,0
2593997089521,462,368,462,0
2594097252286,462,361,462,0
2594197394763,462,355,462,0
2594297604575,462,349,462,0
2594397805271,462,339,462,0
2594498075265,462,336,462,0
2594598298737,462,336,462,0
2594698446037,462,326,462,0
2594798719777,462,323,462,0
2594898982876,462,323,462,0
2594999363628,462,323,462,0
2595099832239,462,319,462,0
2595200192953,462,319,462,0
2595300443332,462,319,462,0
2595400639056,462,306,462,0
2595500779637,462,274,462,0
2595600923900,462,257,462,0
2595701079621,462,251,462,0
2595801283175,462,244,462,0
2595901615264,462,234,462,0
2596001812574,462,228,462,0
2596102013565,462,221,462,0
2596202220876,462,215,462,0
2596302419453,462,208,462,0
2596402625980,462,201,462,0
2596502933370,462,195,462,0
2596603095733,462,188,462,0
2596703275886,462,182,462,0
2596803501135,462,172,462,0
2596903689320,462,165,462,0
2597003830505,462,159,462,0
2597104031096,462,152,462,0
2597204259236,462,146,462,0
2597304433917,462,138,462,0
2597404591471,462,131,462,0
2597504823555,462,125,462,0
2597605030710,462,118,462,0
2597705251391,462,115,462,0
2597805438180,462,112,462,0
2597905832108,462,112,462,0
2598006099534,462,112,462,0
2598106348651,462,112,462,0
2598206556534,462,112,462,0
2598306801318,462,112,462,0
2598407124859,462,112,462,0
2598507404834,462,112,462,0
2598607810183,462,112,462,0
2598708018263,462,112,462,0
2598808293545,462,112,462,0
2598908492862,462,112,462,0
2599008684245,462,109,462,0
2599108945894,462,102,462,0
2599209202347,462,95,462,0
2599309415711,462,86,462,0
2599409598899,462,79,462,0
2599509790237,462,76,462,0
2599610030339,462,76,462,0
2599710184866,462,72,462,0
2599810420683,462,56,462,0
2599910606659,462,50,462,0
2600010761124,462,47,462,0
2600110945502,462,34,462,0
2600211085060,462,17,462,0
2600413764827,462,427,462,0
2600513917951,462,384,462,0
2600614199600,462,369,462,0
2600714409127,462,359,462,0
2600814597188,462,354,462,0
2600914846122,462,349,462,0
2601015108816,462,339,462,0
2601115391614,462,334,462,0
2601215600050,462,325,462,0
2601315797197,462,320,462,0
2601416034359,462,310,462,0
2601516215459,462,305,462,0
2601616358369,462,300,462,0
2601716613056,462,290,462,0
2601816826434,462,284,462,0
2601916997392,462,274,462,0
2602017212943,462,269,462,0
2602117423914,462,264,462,0
2602217665398,462,255,462,0
2602317889705,462,250,462,0
